subtipo_falla,feature,abs_z_diff
0,horas_operacion,1.8622384557443281
0,presion_entrada_bar,1.7159871317024555
0,vibracion_rms_mms,1.5420642390372652
0,humedad_relativa_pct,1.4407006515054086
0,potencia_kw,1.1553153233493585
0,velocidad_rpm,1.138980871582076
0,consumo_energia_kwh,0.8317424985815791
0,flujo_masico_kgs,0.6925826896704322
0,delta_presion_bar,0.5243665782340258
0,temperatura_ambiente_c,0.29577919948768433
1,horas_operacion,1.0429778075448926
1,temperatura_salida_c,0.9935502066787859
1,potencia_kw,0.9909384278469445
1,consumo_energia_kwh,0.9886569027853552
1,velocidad_rpm,0.8351944783464408
1,delta_temp_c,0.8124413382233074
1,delta_presion_bar,0.6873972460832976
1,presion_salida_bar,0.6390879301198811
1,vibracion_rms_mms,0.6325334522718895
1,humedad_relativa_pct,0.5679285235016807
2,flujo_masico_kgs,1.9538745663148038
2,presion_entrada_bar,1.5968999761736289
2,humedad_relativa_pct,1.445575965036979
2,potencia_kw,1.3056078388126804
2,horas_operacion,0.7244913115576119
2,temperatura_ambiente_c,0.6542707906143248
2,temperatura_entrada_c,0.6007517308728829
2,delta_temp_c,0.4391216175106239
2,delta_presion_bar,0.3968860845332853
2,consumo_energia_kwh,0.3863591896799517
3,potencia_kw,1.3263027716996747
3,vibracion_rms_mms,1.2706899176216495
3,horas_operacion,0.9286974277288046
3,presion_salida_bar,0.9127885293726538
3,flujo_masico_kgs,0.8802352331426753
3,delta_presion_bar,0.8135200134814227
3,velocidad_rpm,0.5547762692058545
3,consumo_energia_kwh,0.4489326387583316
3,humedad_relativa_pct,0.39738355574929907
3,presion_entrada_bar,0.33779818213841817
4,vibracion_rms_mms,2.1427921726949575
4,horas_operacion,1.7654878097053393
4,humedad_relativa_pct,1.1139636390375887
4,presion_entrada_bar,1.0246898806584332
4,velocidad_rpm,1.0104558590593071
4,delta_presion_bar,0.7675867697619846
4,potencia_kw,0.4512027524781906
4,temperatura_entrada_c,0.42789282784313964
4,presion_salida_bar,0.37746349206898683
4,consumo_energia_kwh,0.23419976742174436
5,delta_presion_bar,1.315550958922035
5,humedad_relativa_pct,1.2553477314531365
5,presion_salida_bar,1.2373804438834555
5,potencia_kw,1.0797374284460537
5,velocidad_rpm,0.9875238810673698
5,delta_temp_c,0.9423452004043361
5,vibracion_rms_mms,0.8047046980554028
5,temperatura_ambiente_c,0.7862429697653408
5,temperatura_entrada_c,0.7424433784956623
5,temperatura_salida_c,0.6948725281179507
6,presion_salida_bar,2.3325015616374767
6,consumo_energia_kwh,2.1995923049235873
6,delta_presion_bar,2.134617896792898
6,velocidad_rpm,1.817094416441604
6,potencia_kw,1.54615391301517
6,horas_operacion,1.0690180023305969
6,temperatura_ambiente_c,0.9733677013973786
6,temperatura_entrada_c,0.8123691266731377
6,flujo_masico_kgs,0.8095595749459282
6,presion_entrada_bar,0.7124166882888604
7,velocidad_rpm,2.0503400512889813
7,flujo_masico_kgs,1.6173949955366074
7,potencia_kw,1.3232399216324002
7,temperatura_salida_c,1.1084158111532187
7,presion_entrada_bar,1.0635280593772032
7,horas_operacion,0.9846577317095438
7,delta_temp_c,0.9787389766322452
7,presion_salida_bar,0.9499027211481139
7,delta_presion_bar,0.5825599006949556
7,consumo_energia_kwh,0.5607085276841476
8,temperatura_salida_c,1.4399741925405944
8,temperatura_entrada_c,1.1345109146892087
8,delta_presion_bar,1.133790741384872
8,temperatura_ambiente_c,0.9569716354383778
8,flujo_masico_kgs,0.9224828057811846
8,presion_entrada_bar,0.86465016032619
8,presion_salida_bar,0.7906899677111663
8,delta_temp_c,0.692898742790929
8,vibracion_rms_mms,0.3462051848275687
8,potencia_kw,0.33993496760177255
9,delta_temp_c,1.7409203181805883
9,temperatura_salida_c,1.4613208977969057
9,temperatura_ambiente_c,1.3476171646614536
9,presion_entrada_bar,1.1978578683853427
9,presion_salida_bar,1.1052790833267359
9,flujo_masico_kgs,1.0938944792541885
9,temperatura_entrada_c,1.053428942758646
9,delta_presion_bar,0.6931878538783883
9,humedad_relativa_pct,0.6166816588173867
9,consumo_energia_kwh,0.5448585878655843
10,humedad_relativa_pct,1.6404975004472138
10,velocidad_rpm,1.6180286455305775
10,temperatura_salida_c,1.4226935263807226
10,presion_salida_bar,1.3468358569161683
10,delta_presion_bar,1.301318122839956
10,delta_temp_c,0.9302193309370177
10,flujo_masico_kgs,0.7655484695947511
10,temperatura_ambiente_c,0.7422706275658294
10,temperatura_entrada_c,0.599026895751172
10,consumo_energia_kwh,0.5091624100688716
11,temperatura_entrada_c,2.5715537387169976
11,temperatura_ambiente_c,2.480214224539576
11,humedad_relativa_pct,1.2017192826058594
11,velocidad_rpm,0.8706829605921255
11,horas_operacion,0.7739638161194112
11,delta_temp_c,0.7310086182596437
11,flujo_masico_kgs,0.7290655796325917
11,potencia_kw,0.5628489589845422
11,temperatura_salida_c,0.5625500624561393
11,vibracion_rms_mms,0.43043684778284463
12,temperatura_entrada_c,2.23296590543659
12,presion_salida_bar,2.1154778978657185
12,temperatura_ambiente_c,2.050812208794479
12,flujo_masico_kgs,1.994411110717203
12,presion_entrada_bar,1.7382079570782965
12,delta_presion_bar,1.531663204588451
12,consumo_energia_kwh,1.5283135404024888
12,potencia_kw,1.5119658838858552
12,delta_temp_c,1.43690744796425
12,humedad_relativa_pct,0.9823301736851822
13,velocidad_rpm,1.244573906112907
13,temperatura_salida_c,1.2192153765312097
13,temperatura_entrada_c,1.127034993471778
13,horas_operacion,1.072726215244983
13,flujo_masico_kgs,1.0348531953632563
13,temperatura_ambiente_c,0.8985178087445634
13,consumo_energia_kwh,0.8689560439502572
13,potencia_kw,0.6197186345580039
13,presion_salida_bar,0.554165626904846
13,delta_temp_c,0.5084284680069681
14,consumo_energia_kwh,1.4617437931645227
14,horas_operacion,1.2224031728802134
14,vibracion_rms_mms,1.0891790055632415
14,presion_entrada_bar,1.0787707128565163
14,flujo_masico_kgs,0.9850511550974517
14,delta_presion_bar,0.8335753734152618
14,humedad_relativa_pct,0.6411492323278293
14,velocidad_rpm,0.5547762692058545
14,potencia_kw,0.5144701187327173
14,temperatura_ambiente_c,0.464538131143542
15,delta_temp_c,2.160145116162406
15,temperatura_salida_c,2.1533878589383164
15,vibracion_rms_mms,1.6487355543596591
15,presion_entrada_bar,1.3160285573384263
15,flujo_masico_kgs,1.2502497219491588
15,potencia_kw,1.191383634952406
15,temperatura_ambiente_c,1.01015445390222
15,horas_operacion,0.9658622612576678
15,humedad_relativa_pct,0.889699216585341
15,delta_presion_bar,0.7624111930048659
16,presion_salida_bar,1.311546760763385
16,delta_presion_bar,1.1829587205775107
16,flujo_masico_kgs,1.160516483010695
16,velocidad_rpm,0.9520353988216851
16,humedad_relativa_pct,0.8605383412485066
16,delta_temp_c,0.678190640549427
16,temperatura_salida_c,0.6509864128037112
16,horas_operacion,0.45202351309768857
16,temperatura_ambiente_c,0.45074999302328655
16,presion_entrada_bar,0.44724615622084374
17,temperatura_salida_c,3.0092890887389507
17,delta_temp_c,2.909350622536004
17,humedad_relativa_pct,1.9574838858518924
17,velocidad_rpm,1.7699218421483949
17,temperatura_ambiente_c,1.2937961523760464
17,flujo_masico_kgs,1.2461960675089183
17,presion_entrada_bar,1.1572751466924416
17,horas_operacion,1.1451222178229887
17,delta_presion_bar,1.010838877346611
17,potencia_kw,0.9099325476892798
18,presion_entrada_bar,1.9811576637704733
18,delta_presion_bar,1.6422911577718855
18,consumo_energia_kwh,1.5117049167979424
18,delta_temp_c,1.1814142234431382
18,flujo_masico_kgs,0.9884994638079497
18,temperatura_entrada_c,0.9725776031203174
18,presion_salida_bar,0.8825318660029846
18,potencia_kw,0.8661775467282059
18,horas_operacion,0.8589983072703526
18,temperatura_salida_c,0.8492058187551648
19,horas_operacion,1.9087596723066294
19,humedad_relativa_pct,1.4991134080316668
19,delta_presion_bar,1.2191558418206816
19,flujo_masico_kgs,1.0620443372237318
19,vibracion_rms_mms,0.9918648231638645
19,presion_entrada_bar,0.9479299897966392
19,delta_temp_c,0.9094321261358985
19,presion_salida_bar,0.8435925786048475
19,temperatura_entrada_c,0.7166812607460665
19,temperatura_salida_c,0.6714928033134214
20,consumo_energia_kwh,2.785213768014554
20,presion_entrada_bar,1.4211593690741997
20,presion_salida_bar,1.3468358569161683
20,temperatura_salida_c,1.2570024332007903
20,velocidad_rpm,1.0576284333525163
20,delta_temp_c,0.9414790668709558
20,horas_operacion,0.9162243479258687
20,delta_presion_bar,0.8581593630115801
20,potencia_kw,0.6865337035931576
20,temperatura_entrada_c,0.27700042388121854
21,delta_temp_c,1.3364521259181366
21,consumo_energia_kwh,1.1915361324629645
21,temperatura_salida_c,1.1460266727952886
21,temperatura_ambiente_c,1.1106108887783668
21,potencia_kw,0.8277440999380729
21,vibracion_rms_mms,0.8028507381189208
21,temperatura_entrada_c,0.7646405098557192
21,flujo_masico_kgs,0.6439388363875524
21,humedad_relativa_pct,0.6362739187962586
21,presion_entrada_bar,0.4978379024706627
22,flujo_masico_kgs,1.8866997213051133
22,potencia_kw,1.8454499452648525
22,delta_temp_c,1.4602930533655054
22,temperatura_ambiente_c,1.3062527503006875
22,velocidad_rpm,1.1978375379228094
22,temperatura_salida_c,1.1685660828532183
22,consumo_energia_kwh,1.1653499185573903
22,temperatura_entrada_c,0.985343345848999
22,humedad_relativa_pct,0.7971592653380885
22,presion_entrada_bar,0.40537712484168276
23,humedad_relativa_pct,1.4162330779949663
23,temperatura_entrada_c,1.3314071003468375
23,temperatura_salida_c,1.2935967850687522
23,flujo_masico_kgs,1.2473542544918448
23,horas_operacion,1.046686020459279
23,temperatura_ambiente_c,1.025912326039655
23,presion_entrada_bar,0.9252509311329268
23,delta_presion_bar,0.9008578712578176
23,consumo_energia_kwh,0.5741471633249808
23,presion_salida_bar,0.5422756657159447
24,horas_operacion,1.4974851490746905
24,vibracion_rms_mms,1.4690786022377331
24,humedad_relativa_pct,1.3479786885529776
24,presion_salida_bar,1.0114879560702594
24,delta_presion_bar,1.0024604811729592
24,potencia_kw,0.8768206550700884
24,temperatura_ambiente_c,0.8368178603904379
24,velocidad_rpm,0.7187897639743079
24,consumo_energia_kwh,0.44817395497234824
24,temperatura_salida_c,0.15594615281213248
25,delta_presion_bar,3.296534878766276
25,presion_salida_bar,3.0873664791044577
25,velocidad_rpm,2.1438127876691766
25,temperatura_ambiente_c,1.9858109862275608
25,temperatura_entrada_c,1.6790803738202698
25,humedad_relativa_pct,1.3968228297212733
25,horas_operacion,0.7547485310175911
25,potencia_kw,0.7425992332030096
25,temperatura_salida_c,0.5767811992936795
25,consumo_energia_kwh,0.372852927629228
26,vibracion_rms_mms,1.467189709005007
26,temperatura_ambiente_c,1.3154632265650184
26,humedad_relativa_pct,1.221220536732142
26,horas_operacion,1.1286038148407225
26,temperatura_entrada_c,1.0425033512977935
26,delta_presion_bar,0.9054184169769643
26,presion_salida_bar,0.7378494234884774
26,consumo_energia_kwh,0.5210836781377393
26,temperatura_salida_c,0.4285469673011273
26,presion_entrada_bar,0.39536810028476493
27,presion_entrada_bar,1.979413120796342
27,potencia_kw,1.7259041872336365
27,consumo_energia_kwh,1.5830296459814768
27,humedad_relativa_pct,1.3918565103371132
27,flujo_masico_kgs,1.1489083609431596
27,velocidad_rpm,1.0926807094950897
27,temperatura_salida_c,0.965264128031215
27,horas_operacion,0.9065308546274865
27,delta_presion_bar,0.747563325884813
27,delta_temp_c,0.5898288523187231
28,velocidad_rpm,2.2256014320018473
28,temperatura_entrada_c,1.6220356845175927
28,presion_entrada_bar,1.5205983185997063
28,temperatura_ambiente_c,1.1585226990122368
28,horas_operacion,0.9320685303782467
28,delta_temp_c,0.6885680751240298
28,potencia_kw,0.6126232289967484
